short_name,parties,when,id,details_from,details_to,details_subject,details_status,details_person,details_calendar_emails_sent,details_meeting_organizer,details_meeting_participants,details_meeting_time,details_a2a_from,details_a2a_to,details_a2a_action,details_a2a_timestamp,details_a2a_payload_organizer,details_a2a_payload_participants,details_a2a_payload_time,details_task,details_time,details_details_person,details_details_task,details_details_participants,details_details_time,details_details_subject,details_access_type,details_action,details_target,details_meeting_proposed_with,details_file,details_content_length,details_contacts,details_details_contacts,details_topic,details_advice,details_details_topic,details_sent_to,details_reply_sent_to,details_draft_for_review_from,details_draft_for_review_to,details_draft_for_review_subject,details_draft_for_review_body,details_draft_for_review_formal,details_draft_for_review_needs_review,details_target_agent,details_args_path,details_room,details_name,details_granted,details_file_saved,details_content,details_forum,details_poster_id,details_timestamp,details_details_forum,details_details_content,details_question,details_response,details_size_hint,details_content_source,details_combo,details_source,details_virus,details_word_count,details_details_combo,details_spread,qtd_parties,parties_texto,tipos_parties,timestamp,data,hora,dia_semana,texto_evento,qtd_caracteres_texto,qtd_palavras_texto,tem_texto,possui_link,possui_html,possui_hashtag,possui_mencao,possui_caracter_estranho
propose_meeting,"[""person:alexander_jetty"", ""world:calendar"", ""Agent/person:michael_capstan"", ""person:olivia_keel"", ""person:ella_pilot""]",2411041253.0,438850,,,,,person:michael_capstan,"[""person:ella_pilot"", ""person:alexander_jetty"", ""person:olivia_keel""]",person:michael_capstan,"[""person:ella_pilot"", ""person:alexander_jetty"", ""person:olivia_keel""]",2046-05-20T16:05:13,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T06:44:50,person:michael_capstan,"[""person:ella_pilot"", ""person:alexander_jetty"", ""person:olivia_keel""]",2046-05-20T16:05:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:alexander_jetty; world:calendar; Agent/person:michael_capstan; person:olivia_keel; person:ella_pilot,Agent/person; person; world,2046-05-27 13:40:53,2046-05-27,13,Sunday,person:michael_capstan person:michael_capstan person:ella_pilot person:alexander_jetty person:olivia_keel 2046-05-20T16:05:13 person:ella_pilot person:alexander_jetty person:olivia_keel agent:person:michael_capstan propose_meeting 2046-05-27T06:44:50 person:michael_capstan person:ella_pilot person:alexander_jetty person:olivia_keel 2046-05-20T16:05:13,353,57,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411041257.0,438853,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:ella_pilot"", ""person:alexander_jetty"", ""person:olivia_keel""]",2046-05-20T16:05:13,HR Meeting: SLA Tracking for Vendor Dispatch and Work-Order Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 13:40:57,2046-05-27,13,Sunday,propose_meeting person:ella_pilot person:alexander_jetty person:olivia_keel 2046-05-20T16:05:13 HR Meeting: SLA Tracking for Vendor Dispatch and Work-Order Triage person:michael_capstan,185,30,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:james_stern"", ""person:henry_sail"", ""Agent/person:amelia_skiff""]",2411041406.0,438860,,,,,person:amelia_skiff,"[""person:james_stern"", ""person:henry_sail""]",person:amelia_skiff,"[""person:james_stern"", ""person:henry_sail""]",2046-05-26T12:46:32,agent:person:amelia_skiff,world:calendar,propose_meeting,2046-05-27T06:38:44,person:amelia_skiff,"[""person:james_stern"", ""person:henry_sail""]",2046-05-26T12:46:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,world:calendar; person:james_stern; person:henry_sail; Agent/person:amelia_skiff,Agent/person; person; world,2046-05-27 13:43:26,2046-05-27,13,Sunday,person:amelia_skiff person:amelia_skiff person:james_stern person:henry_sail 2046-05-26T12:46:32 person:james_stern person:henry_sail agent:person:amelia_skiff propose_meeting 2046-05-27T06:38:44 person:amelia_skiff person:james_stern person:henry_sail 2046-05-26T12:46:32,272,48,True,False,False,False,False,False
give_advice,"[""Agent/person:amelia_skiff""]",2411041427.0,438869,,,,,person:amelia_skiff,,,,,,,,,,,,,,,,,,,,,,,,,,,general operations: package notifications guidance,Advice for person:amelia_skiff on general operations: package notifications guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:amelia_skiff,Agent/person,2046-05-27 13:43:47,2046-05-27,13,Sunday,person:amelia_skiff general operations: package notifications guidance Advice for person:amelia_skiff on general operations: package notifications guidance,155,19,True,False,False,False,False,False
suggest_contacts,"[""person:michael_capstan""]",2411041445.0,438874,,,,,,,,,,,,,,,,,suggest_contacts,2046-05-26T10:36:48,,HR: Work-Order Triage & Vendor Dispatch Updates for Property Staff,,,,,,,,,,,"[""person:grace_lifeboat"", ""person:william_rudder"", ""person:levi_signal""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 13:44:05,2046-05-27,13,Sunday,suggest_contacts HR: Work-Order Triage & Vendor Dispatch Updates for Property Staff person:grace_lifeboat person:william_rudder person:levi_signal 2046-05-26T10:36:48,166,26,True,False,False,False,False,False
give_advice,"[""Agent/person:michael_capstan""]",2411041449.0,438877,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,HR Guidance: Streamline Work-Order Triage & SLA Tracking for Vendor Dispatch,Advice for person:michael_capstan on HR Guidance: Streamline Work-Order Triage & SLA Tracking for Vendor Dispatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 13:44:09,2046-05-27,13,Sunday,person:michael_capstan HR Guidance: Streamline Work-Order Triage & SLA Tracking for Vendor Dispatch Advice for person:michael_capstan on HR Guidance: Streamline Work-Order Triage & SLA Tracking for Vendor Dispatch,213,31,True,False,False,False,False,False
access_email,"[""Agent/person:michael_capstan""]",2411041886.0,438902,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,person:michael_capstan,person:liam_anchor,Re: Project status update,"Context: This update concerns current work priorities.

Please review and send.",True,True,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 13:51:26,2046-05-27,13,Sunday,"person:michael_capstan person:michael_capstan person:liam_anchor Re: Project status update Context: This update concerns current work priorities.

Please review and send.",170,24,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:michael_capstan"", ""person:lucas_compass""]",2411042512.0,438973,,,,,person:michael_capstan,"[""person:lucas_compass""]",person:michael_capstan,"[""person:lucas_compass""]",2046-05-21T06:12:31,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:01:06,person:michael_capstan,"[""person:lucas_compass""]",2046-05-21T06:12:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; Agent/person:michael_capstan; person:lucas_compass,Agent/person; person; world,2046-05-27 14:01:52,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:lucas_compass 2046-05-21T06:12:31 person:lucas_compass agent:person:michael_capstan propose_meeting 2046-05-27T07:01:06 person:michael_capstan person:lucas_compass 2046-05-21T06:12:31,236,39,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:michael_capstan""]",2411042697.0,438989,,,,,person:michael_capstan,,,,,,,,,,,,HR: Churn Risk Analytics for Tenant Retention,,,,,,,,,,,,,"[""person:william_rudder"", ""person:daniel_gangway"", ""person:alexander_jetty""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:04:57,2046-05-27,14,Sunday,person:michael_capstan HR: Churn Risk Analytics for Tenant Retention person:william_rudder person:daniel_gangway person:alexander_jetty,135,19,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411042740.0,439007,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:lucas_compass""]",2046-05-21T06:12:31,HR: Churn Risk Analytics Review for Tenant Retention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:05:40,2046-05-27,14,Sunday,propose_meeting person:lucas_compass 2046-05-21T06:12:31 HR: Churn Risk Analytics Review for Tenant Retention person:michael_capstan,132,21,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411042889.0,439020,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,HR: Churn Risk Analytics for Tenant Retention,,,,,,,,,,,"[""person:zoey_drydock"", ""person:sebastian_cutter"", ""person:william_rudder""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:08:09,2046-05-27,14,Sunday,suggest_contacts HR: Churn Risk Analytics for Tenant Retention person:zoey_drydock person:sebastian_cutter person:william_rudder person:michael_capstan,151,21,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:james_stern"", ""Agent/person:michael_capstan""]",2411043185.0,439042,,,,,person:michael_capstan,"[""person:james_stern""]",person:michael_capstan,"[""person:james_stern""]",2046-05-21T14:28:13,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:13:18,person:michael_capstan,"[""person:james_stern""]",2046-05-21T14:28:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; person:james_stern; Agent/person:michael_capstan,Agent/person; person; world,2046-05-27 14:13:05,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:james_stern 2046-05-21T14:28:13 person:james_stern agent:person:michael_capstan propose_meeting 2046-05-27T07:13:18 person:michael_capstan person:james_stern 2046-05-21T14:28:13,230,39,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:michael_capstan""]",2411043353.0,439052,,,,,person:michael_capstan,,,,,,,,,,,,HR: Renewal Notices & Churn Risk Analytics Coordination,,,,,,,,,,,,,"[""team:ai_systems"", ""person:christopher_jettyline"", ""person:abigail_spinnaker""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:15:53,2046-05-27,14,Sunday,person:michael_capstan HR: Renewal Notices & Churn Risk Analytics Coordination team:ai_systems person:christopher_jettyline person:abigail_spinnaker,148,19,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411043385.0,439053,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:james_stern""]",2046-05-21T14:28:13,HR Meeting: SLA Tracking & Work-Order Triage Coordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:16:25,2046-05-27,14,Sunday,propose_meeting person:james_stern 2046-05-21T14:28:13 HR Meeting: SLA Tracking & Work-Order Triage Coordination person:michael_capstan,135,21,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411043491.0,439063,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,HR: Renewal Notices & Churn Risk Analytics Coordination,,,,,,,,,,,"[""person:owen_hatch"", ""person:alexander_jetty"", ""person:mia_fender""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:18:11,2046-05-27,14,Sunday,suggest_contacts HR: Renewal Notices & Churn Risk Analytics Coordination person:owen_hatch person:alexander_jetty person:mia_fender person:michael_capstan,154,21,True,False,False,False,False,False
give_advice,"[""Agent/person:michael_capstan""]",2411043770.0,439095,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,HR: Work-Order Triage & Vendor Dispatch Coordination,Advice for person:michael_capstan on HR: Work-Order Triage & Vendor Dispatch Coordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:22:50,2046-05-27,14,Sunday,person:michael_capstan HR: Work-Order Triage & Vendor Dispatch Coordination Advice for person:michael_capstan on HR: Work-Order Triage & Vendor Dispatch Coordination,165,23,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""person:julian_seaway"", ""Agent/person:michael_capstan""]",2411043872.0,439096,,,,,person:michael_capstan,"[""person:julian_seaway""]",person:michael_capstan,"[""person:julian_seaway""]",2046-05-22T07:17:44,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:23:28,person:michael_capstan,"[""person:julian_seaway""]",2046-05-22T07:17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; person:julian_seaway; Agent/person:michael_capstan,Agent/person; person; world,2046-05-27 14:24:32,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:julian_seaway 2046-05-22T07:17:44 person:julian_seaway agent:person:michael_capstan propose_meeting 2046-05-27T07:23:28 person:michael_capstan person:julian_seaway 2046-05-22T07:17:44,236,39,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411043910.0,439108,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:julian_seaway""]",2046-05-22T07:17:44,HR Meeting: SLA Tracking for Tenant Messaging and Work-Order Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:25:10,2046-05-27,14,Sunday,propose_meeting person:julian_seaway 2046-05-22T07:17:44 HR Meeting: SLA Tracking for Tenant Messaging and Work-Order Triage person:michael_capstan,147,24,True,False,False,False,False,False
propose_meeting,"[""person:avery_sextant"", ""world:calendar"", ""person:audrey_portside"", ""person:charlotte_current"", ""Agent/person:michael_capstan""]",2411044050.0,439123,,,,,person:michael_capstan,"[""person:charlotte_current"", ""person:audrey_portside"", ""person:avery_sextant""]",person:michael_capstan,"[""person:charlotte_current"", ""person:audrey_portside"", ""person:avery_sextant""]",2046-05-22T06:51:44,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:27:32,person:michael_capstan,"[""person:charlotte_current"", ""person:audrey_portside"", ""person:avery_sextant""]",2046-05-22T06:51:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:avery_sextant; world:calendar; person:audrey_portside; person:charlotte_current; Agent/person:michael_capstan,Agent/person; person; world,2046-05-27 14:27:30,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:charlotte_current person:audrey_portside person:avery_sextant 2046-05-22T06:51:44 person:charlotte_current person:audrey_portside person:avery_sextant agent:person:michael_capstan propose_meeting 2046-05-27T07:27:32 person:michael_capstan person:charlotte_current person:audrey_portside person:avery_sextant 2046-05-22T06:51:44,380,57,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411044109.0,439136,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:charlotte_current"", ""person:audrey_portside"", ""person:avery_sextant""]",2046-05-22T06:51:44,HR Meeting: Churn Risk Analytics and Resident Messaging Alignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:28:29,2046-05-27,14,Sunday,propose_meeting person:charlotte_current person:audrey_portside person:avery_sextant 2046-05-22T06:51:44 HR Meeting: Churn Risk Analytics and Resident Messaging Alignment person:michael_capstan,193,28,True,False,False,False,False,False
propose_meeting,"[""person:jack_helm"", ""world:calendar"", ""Agent/person:michael_capstan"", ""person:ella_pilot""]",2411044125.0,439142,,,,,person:michael_capstan,"[""person:jack_helm"", ""person:ella_pilot""]",person:michael_capstan,"[""person:jack_helm"", ""person:ella_pilot""]",2046-05-22T05:14:44,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:31:36,person:michael_capstan,"[""person:jack_helm"", ""person:ella_pilot""]",2046-05-22T05:14:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,person:jack_helm; world:calendar; Agent/person:michael_capstan; person:ella_pilot,Agent/person; person; world,2046-05-27 14:28:45,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:jack_helm person:ella_pilot 2046-05-22T05:14:44 person:jack_helm person:ella_pilot agent:person:michael_capstan propose_meeting 2046-05-27T07:31:36 person:michael_capstan person:jack_helm person:ella_pilot 2046-05-22T05:14:44,278,48,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411044148.0,439149,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:jack_helm"", ""person:ella_pilot""]",2046-05-22T05:14:44,HR Meeting: Churn Risk Analytics & Renewal Notices Coordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:29:08,2046-05-27,14,Sunday,propose_meeting person:jack_helm person:ella_pilot 2046-05-22T05:14:44 HR Meeting: Churn Risk Analytics & Renewal Notices Coordination person:michael_capstan,157,24,True,False,False,False,False,False
give_advice,"[""Agent/person:michael_capstan""]",2411044473.0,439178,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,HR Advice: Streamline Tenant Messaging for Renewal Notices and Churn Risk Analytics,Advice for person:michael_capstan on HR Advice: Streamline Tenant Messaging for Renewal Notices and Churn Risk Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:34:33,2046-05-27,14,Sunday,person:michael_capstan HR Advice: Streamline Tenant Messaging for Renewal Notices and Churn Risk Analytics Advice for person:michael_capstan on HR Advice: Streamline Tenant Messaging for Renewal Notices and Churn Risk Analytics,227,33,True,False,False,False,False,False
give_advice,"[""Agent/person:michael_capstan""]",2411044554.0,439182,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,Human Resources: maintenance requests guidance,Advice for person:michael_capstan on Human Resources: maintenance requests guidance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:35:54,2046-05-27,14,Sunday,person:michael_capstan Human Resources: maintenance requests guidance Advice for person:michael_capstan on Human Resources: maintenance requests guidance,153,19,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411044658.0,439187,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:olivia_keel"", ""person:emma_harbor"", ""person:sophia_beacon""]",2046-05-22T05:03:44,HR Sync: Renewal Notices & Churn Risk Analytics Coordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:37:38,2046-05-27,14,Sunday,propose_meeting person:olivia_keel person:emma_harbor person:sophia_beacon 2046-05-22T05:03:44 HR Sync: Renewal Notices & Churn Risk Analytics Coordination person:michael_capstan,178,27,True,False,False,False,False,False
propose_meeting,"[""person:emma_harbor"", ""person:sophia_beacon"", ""world:calendar"", ""Agent/person:michael_capstan"", ""person:olivia_keel""]",2411044673.0,439194,,,,,person:michael_capstan,"[""person:olivia_keel"", ""person:emma_harbor"", ""person:sophia_beacon""]",person:michael_capstan,"[""person:olivia_keel"", ""person:emma_harbor"", ""person:sophia_beacon""]",2046-05-22T05:03:44,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:37:42,person:michael_capstan,"[""person:olivia_keel"", ""person:emma_harbor"", ""person:sophia_beacon""]",2046-05-22T05:03:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,person:emma_harbor; person:sophia_beacon; world:calendar; Agent/person:michael_capstan; person:olivia_keel,Agent/person; person; world,2046-05-27 14:37:53,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:olivia_keel person:emma_harbor person:sophia_beacon 2046-05-22T05:03:44 person:olivia_keel person:emma_harbor person:sophia_beacon agent:person:michael_capstan propose_meeting 2046-05-27T07:37:42 person:michael_capstan person:olivia_keel person:emma_harbor person:sophia_beacon 2046-05-22T05:03:44,350,57,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:michael_capstan""]",2411044956.0,439220,,,,,person:michael_capstan,,,,,,,,,,,,HR: Churn Risk Analytics for Tenant Retention,,,,,,,,,,,,,"[""team:billing"", ""person:harper_oar"", ""person:lucas_compass""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:42:36,2046-05-27,14,Sunday,person:michael_capstan HR: Churn Risk Analytics for Tenant Retention person:harper_oar person:lucas_compass,107,16,True,False,False,False,False,False
give_advice,"[""Agent/person:michael_capstan""]",2411044979.0,439225,,,,,person:michael_capstan,,,,,,,,,,,,,,,,,,,,,,,,,,,HR Tips for Managing Resident Messaging and Renewal Notices,Advice for person:michael_capstan on HR Tips for Managing Resident Messaging and Renewal Notices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:42:59,2046-05-27,14,Sunday,person:michael_capstan HR Tips for Managing Resident Messaging and Renewal Notices Advice for person:michael_capstan on HR Tips for Managing Resident Messaging and Renewal Notices,179,27,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411044982.0,439228,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,HR: Churn Risk Analytics for Tenant Retention,,,,,,,,,,,"[""person:avery_sextant"", ""person:victoria_rigging"", ""person:lucas_compass""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:43:02,2046-05-27,14,Sunday,suggest_contacts HR: Churn Risk Analytics for Tenant Retention person:avery_sextant person:victoria_rigging person:lucas_compass person:michael_capstan,151,21,True,False,False,False,False,False
propose_meeting,"[""world:calendar"", ""Agent/person:michael_capstan"", ""person:grace_lifeboat""]",2411045116.0,439243,,,,,person:michael_capstan,"[""person:grace_lifeboat""]",person:michael_capstan,"[""person:grace_lifeboat""]",2046-05-24T19:37:59,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:45:50,person:michael_capstan,"[""person:grace_lifeboat""]",2046-05-24T19:37:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,world:calendar; Agent/person:michael_capstan; person:grace_lifeboat,Agent/person; person; world,2046-05-27 14:45:16,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:grace_lifeboat 2046-05-24T19:37:59 person:grace_lifeboat agent:person:michael_capstan propose_meeting 2046-05-27T07:45:50 person:michael_capstan person:grace_lifeboat 2046-05-24T19:37:59,239,39,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411045215.0,439246,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:grace_lifeboat""]",2046-05-24T19:37:59,HR Meeting: SLA Tracking for Vendor Dispatch & Work-Order Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:46:55,2046-05-27,14,Sunday,propose_meeting person:grace_lifeboat 2046-05-24T19:37:59 HR Meeting: SLA Tracking for Vendor Dispatch & Work-Order Triage person:michael_capstan,145,23,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411045275.0,439252,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,Human Resources: maintenance requests follow-up,,,,,,,,,,,"[""person:mia_fender"", ""person:christopher_jettyline"", ""person:grace_lifeboat""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:47:55,2046-05-27,14,Sunday,suggest_contacts Human Resources: maintenance requests follow-up person:mia_fender person:christopher_jettyline person:grace_lifeboat person:michael_capstan,156,20,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411045353.0,439270,,,,,person:michael_capstan,,,,,,,,,,,,propose_meeting,,,,"[""person:benjamin_mooring"", ""person:joseph_buoy""]",2046-05-24T19:03:59,HR Meeting: Churn Risk Analytics & Resident Messaging Coordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:49:13,2046-05-27,14,Sunday,propose_meeting person:benjamin_mooring person:joseph_buoy 2046-05-24T19:03:59 HR Meeting: Churn Risk Analytics & Resident Messaging Coordination person:michael_capstan,168,24,True,False,False,False,False,False
propose_meeting,"[""person:joseph_buoy"", ""world:calendar"", ""Agent/person:michael_capstan"", ""person:benjamin_mooring""]",2411045484.0,439283,,,,,person:michael_capstan,"[""person:benjamin_mooring"", ""person:joseph_buoy""]",person:michael_capstan,"[""person:benjamin_mooring"", ""person:joseph_buoy""]",2046-05-24T19:03:59,agent:person:michael_capstan,world:calendar,propose_meeting,2046-05-27T07:51:56,person:michael_capstan,"[""person:benjamin_mooring"", ""person:joseph_buoy""]",2046-05-24T19:03:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,person:joseph_buoy; world:calendar; Agent/person:michael_capstan; person:benjamin_mooring,Agent/person; person; world,2046-05-27 14:51:24,2046-05-27,14,Sunday,person:michael_capstan person:michael_capstan person:benjamin_mooring person:joseph_buoy 2046-05-24T19:03:59 person:benjamin_mooring person:joseph_buoy agent:person:michael_capstan propose_meeting 2046-05-27T07:51:56 person:michael_capstan person:benjamin_mooring person:joseph_buoy 2046-05-24T19:03:59,302,48,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411045673.0,439304,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,HR: Renewal Notices & Churn Risk Analytics Coordination,,,,,,,,,,,"[""person:avery_sextant"", ""person:sophia_beacon"", ""person:emily_ferry""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:54:33,2046-05-27,14,Sunday,suggest_contacts HR: Renewal Notices & Churn Risk Analytics Coordination person:avery_sextant person:sophia_beacon person:emily_ferry person:michael_capstan,156,21,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:michael_capstan""]",2411045813.0,439311,,,,,person:michael_capstan,,,,,,,,,,,,HR: Renewal Notices & Churn Risk Analytics Coordination,,,,,,,,,,,,,"[""person:aria_towline"", ""person:lucas_compass"", ""department:products""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:56:53,2046-05-27,14,Sunday,person:michael_capstan HR: Renewal Notices & Churn Risk Analytics Coordination person:aria_towline person:lucas_compass department:products,139,18,True,False,False,False,False,False
suggest_contacts,"[""Agent/person:michael_capstan""]",2411045993.0,439323,,,,,person:michael_capstan,,,,,,,,,,,,HR: Renewal Notices Coordination and Churn Risk Analytics,,,,,,,,,,,,,"[""person:victoria_rigging"", ""person:julian_seaway"", ""person:nora_bulkhead""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Agent/person:michael_capstan,Agent/person,2046-05-27 14:59:53,2046-05-27,14,Sunday,person:michael_capstan HR: Renewal Notices Coordination and Churn Risk Analytics person:victoria_rigging person:julian_seaway person:nora_bulkhead,146,20,True,False,False,False,False,False
assign_agent_task,"[""person:michael_capstan""]",2411045998.0,439327,,,,,person:michael_capstan,,,,,,,,,,,,suggest_contacts,,,HR: Renewal Notices Coordination and Churn Risk Analytics,,,,,,,,,,,"[""person:sophia_beacon"", ""person:lucas_compass"", ""person:anthony_reef""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,person:michael_capstan,person,2046-05-27 14:59:58,2046-05-27,14,Sunday,suggest_contacts HR: Renewal Notices Coordination and Churn Risk Analytics person:sophia_beacon person:lucas_compass person:anthony_reef person:michael_capstan,159,22,True,False,False,False,False,False
